GivenName,MiddleInitial,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,GUID,Latitude,Longitude,Kilograms,Centimeters,Company,Occupation
Jason,R,Kindle,"3262 Arbor Court",Baggs,82321,JasonRKindle@superrito.com,307-383-5908,eaf42440-90ee-494f-846f-da8ee02ddc39,41.071716,-107.649764,91.8,177,"Infinity Investment Plan",CPA
Minnie,K,Jones,"3933 Hood Avenue","San Diego",92123,MinnieKJones@superrito.com,858-643-0076,36961150-942b-4989-9584-75a41a6d876b,32.792148,-117.137991,62.3,157,"Modern Architecture Design",Secretary
Vickey,T,Galindo,"2814 Clinton Street","Little Rock",72210,VickeyTGalindo@cuvox.de,501-284-0593,145a0dcb-efec-4912-9501-2dd31a3dc6cb,34.753018,-92.557656,81.2,172,"Steve's Ice Cream","Loan authorizer"
Jack,L,Burnette,"2022 Conference Center Way",Alexandria,22306,JackLBurnette@armyspy.com,571-219-7698,5b8f320e-47d9-4b45-9c07-10a9ea7f56b7,38.775467,-77.068191,94.2,174,"Best Products","Corporate accountant"
Delana,D,Mancilla,"3924 Williams Avenue",Newhall,91321,DelanaDMancilla@rhyta.com,661-259-2947,127b9bf3-1342-481a-8cb7-9c8608f50601,34.278794,-118.419062,88.9,160,"K&G Distributors",Paperhanger
Daniel,M,Butts,"4097 Walton Street",Provo,84606,DanielMButts@dayrep.com,801-357-3920,c90a04f7-f50e-42c8-99f4-1bd601d16e68,40.140129,-111.552355,88.7,187,"Kelsey's Neighbourhood Bar & Grill","Cementing and gluing machine tender"
John,C,Fairbanks,"2578 Star Route",Schaumburg,60173,JohnCFairbanks@rhyta.com,708-648-2849,432ee54c-c8c7-4997-aba8-326fab491ada,41.979389,-88.118636,100.6,172,Widdmann,"Executive office administrator"
Emiko,R,Berry,"3231 Linda Street",Norristown,19403,EmikoRBerry@gustr.com,267-727-7175,a7903ef8-3dd5-401b-8918-0bf239f23fde,40.16042,-75.445074,69.2,171,"Afforda Merchant Services","Staff manager"
Tim,A,Duran,"3923 Stratford Drive",Kailua,96734,TimADuran@rhyta.com,808-257-9873,8634de29-c8be-488e-9497-de1ca0d10103,21.429069,-157.697099,79.1,165,"The Independent Planners",Paymaster
Michelle,J,Jones,"4411 Martha Street",Cottonwood,86326,MichelleJJones@cuvox.de,928-649-2071,b9110aa2-424a-4eea-ab01-89212a317b88,34.70738,-111.996824,61.2,164,"Circus World","Media director"
Michael,C,Green,"620 Dogwood Lane",Tucson,85701,MichaelCGreen@superrito.com,520-590-2626,714ccdbf-3d47-440c-ab92-51e56c3234f0,32.255816,-110.976591,91.0,178,"Bountiful Harvest Health Food Store","Local truck driver"
Steven,C,Webster,"3482 Goosetown Drive",Saluda,28773,StevenCWebster@teleworm.us,828-749-5809,ccb3be51-04bf-48c6-83c7-3b9dba77e916,35.2815,-82.281979,81.5,175,"Dun Rite Lawn Care","Vocational nurse"
Cynthia,J,Gonzalez,"4724 Mount Street",Saginaw,48607,CynthiaJGonzalez@einrot.com,989-583-2100,508ce200-c363-41f0-9fe4-f6b1e59cd139,43.415859,-83.841596,83.9,169,"Gas Depot","Cable splicer"
Mary,T,Evans,"1886 Ash Avenue",Manchester,63011,MaryTEvans@fleckens.hu,314-809-3103,5953ffab-cd6f-46ba-bf93-f7cca916ed3d,39.619954,-90.301273,93.3,164,"Tech Hifi",Dermatologist
Molly,S,Smith,"4263 Mulberry Avenue",Conway,72032,MollySSmith@cuvox.de,501-336-3826,77e701a9-e246-4d7e-b143-d94eea020290,35.146695,-92.480161,63.0,165,"Coast to Coast Hardware",Server
Howard,J,Hill,"2941 Buena Vista Avenue",Roseburg,97470,HowardJHill@jourrapide.com,541-673-2464,8a107881-5107-4049-84f5-ed289e85024e,43.250019,-123.491368,97.1,172,Bettendorf's,"Personal secretary"
Alicia,M,Carroll,"2607 Arron Smith Drive",Honolulu,96813,AliciaMCarroll@dayrep.com,808-531-5517,70039991-9257-4bc9-a6ac-cfe9d314b7bd,21.280181,-157.8103,71.2,154,"Levitz Furniture","Map editor"
Jean,D,Davis,"3378 Hurry Street",Purcellville,22132,JeanDDavis@superrito.com,540-338-5421,7e50cd78-94c0-4081-a1a7-884d0e8d3a95,39.212933,-77.713504,63.6,158,"Multi-Systems Merchant Services",Stevedore
Demetra,B,Billingsley,"4466 Riverwood Drive",Sacramento,95814,DemetraBBillingsley@jourrapide.com,530-421-0318,9a4c61cf-75e1-4607-88b2-445c3bf7ab10,38.543317,-121.427968,55.5,157,"McMahan's Furniture",Surgeons
Jonathan,S,Lien,"3839 Melm Street","Lake City",32055,JonathanSLien@dayrep.com,386-965-4470,178aa6bf-1b39-47a2-ac33-b03db2e67f28,30.199926,-82.535414,91.0,168,"Circus World","Real estate sales agent"
Eleanor,R,Jones,"4924 Hood Avenue","Rancho Sante Fe",92067,EleanorRJones@dayrep.com,858-759-8334,81113a81-34aa-4612-8618-cfbc3a6016be,32.939144,-117.249416,78.6,172,"Bountiful Harvest Health Food Store","Social scientist"
Robert,H,Yancy,"3097 Honeysuckle Lane",Seattle,98161,RobertHYancy@rhyta.com,360-535-7174,c191a92a-1c31-4edf-9a94-940530d8d188,47.383143,-121.810333,78.8,174,"Red Robin Stores","Poultry cutter"
Jack,F,Costa,"3571 Edwards Street",Columbia,27925,JackFCosta@einrot.com,252-766-3584,a349da02-e594-4e89-95bb-db49b8e245a3,35.748858,-76.254482,72.2,183,"Rivera Property Maintenance",Entomologist
Derrick,D,Batchelor,"2184 Kennedy Court",Bedford,01730,DerrickDBatchelor@cuvox.de,774-553-8938,ede7f4d1-e944-404e-9df8-9faa851e38e7,42.393264,-71.331817,109.0,183,Liberal,"Dance captain"
Jackeline,M,Stewart,"4984 Sundown Lane",Austin,78746,JackelineMStewart@jourrapide.com,512-328-7237,7763d5e7-c478-4bbd-be07-d2b711a9725d,30.233728,-97.805217,91.7,163,"Geri's Hamburgers","Benefits administrator"
Irene,E,Moeller,"1110 Hardesty Street",Albany,12207,IreneEMoeller@dayrep.com,518-488-7943,72edde80-c09f-42a7-8607-c019da78598e,42.613079,-73.82046,97.1,160,"National Tea","Lathe and turning machine tool setter"
Marla,D,Murphy,"4071 Desert Broom Court","Jersey City",07307,MarlaDMurphy@dayrep.com,201-685-5069,b2bff065-529d-4f0e-a824-661e52852027,40.795492,-73.97782,100.8,158,"Circus World","Urban and transportation geographer"
Catherine,H,Beaudry,"1692 Windy Ridge Road","Fort Wayne",46804,CatherineHBeaudry@cuvox.de,260-541-4726,478462b3-f050-4b42-aad7-754d6ef43ef4,41.113304,-85.244349,48.4,159,Beatties,"Civil engineering technician"
Linda,J,Perry,"2082 Oakmound Road",Chicago,60606,LindaJPerry@einrot.com,773-269-3803,eb4e6937-b87e-4f10-9b56-96a517725f08,41.963206,-87.629054,96.8,173,Lum's,"Textile knitting and weaving machine setter"
Nancy,J,Miller,"3992 Elkview Drive","Jensen Beach",33457,NancyJMiller@rhyta.com,772-229-3813,a3e83910-23b0-488c-812a-1aeea92d89c4,27.176552,-80.209352,66.5,167,"Sunburst Garden Management","Fire investigator"
Andra,R,Tyler,"4934 Quiet Valley Lane",Sunland,91040,AndraRTyler@cuvox.de,818-951-8240,00bff9fa-a992-4cbb-98a2-2f442540be17,34.31221,-118.276402,60.6,156,"Del Farm","Airframe mechanic"
Olga,J,Collins,"4918 Washburn Street","Baton Rouge",70802,OlgaJCollins@teleworm.us,225-376-7900,c9f49298-b186-476c-b6a7-3430863e73a0,30.478931,-91.125866,94.3,167,Maxi-Tech,"Tire changer"
Louis,J,Corley,"608 Hillcrest Avenue",Braintree,02184,LouisJCorley@gustr.com,781-849-4156,85d62e93-2379-4cfd-a6b1-8518a911849b,42.296832,-70.964869,97.0,177,"Asiatic Solutions","Employment counselor"
Aldo,F,Hutchinson,"2990 Williams Mine Road",Belleville,07109,AldoFHutchinson@teleworm.us,908-214-7144,d67c352a-9a93-4d8f-ba59-83cd142ac257,40.881608,-74.072296,70.1,173,"Handy City",Interpreter
Monica,C,Sharpe,"3597 Rhode Island Avenue",Washington,20004,MonicaCSharpe@gustr.com,202-324-8606,b79301f9-6483-4789-8918-9db173ea38af,38.812062,-76.981079,93.2,158,"Highland Appliance","Rail-track laying and maintenance equipment operator"
Aaron,C,Duran,"3450 Heavner Court","New York",10011,AaronCDuran@armyspy.com,516-283-7889,20e8a025-3abf-4de1-8f2c-ed1a29efdc98,40.712468,-74.036491,73.6,179,"System Star Solutions",Neurosonographer
Angela,A,Rubio,"3052 James Street",Rochester,14604,AngelaARubio@einrot.com,585-615-1622,2a75d99a-32cd-481d-8c9b-2c9fe61d338e,43.092038,-77.654055,106.2,159,Heilig-Meyers,"Public relations specialist"
Charles,B,Brown,"2305 Diamond Street",Sylva,28779,CharlesBBrown@armyspy.com,828-508-9998,a04c0368-b83c-4045-9c42-e7e9df1e7635,35.340829,-83.286532,60.7,168,Weathervane,"Vocational nurse"
Lillie,R,Keaton,"113 Sugar Camp Road","West Concord",55985,LillieRKeaton@dayrep.com,507-527-0225,a261fc66-2e2e-42cf-ad8c-557889f7eac4,44.152787,-92.947086,55.4,166,"Steak and Ale",Exterminator
Darlene,C,Paul,"828 Saint James Drive",Harrisburg,17101,DarleneCPaul@teleworm.us,717-424-4963,4d3433b5-d024-41e2-b9a6-eb2f0efce69f,40.180766,-76.918278,46.6,167,"System Star","Mechanical door repairer"
Caroline,K,Ferguson,"943 Nicholas Street",Salina,67401,CarolineKFerguson@teleworm.us,785-308-0642,39733075-7c99-4227-82c1-2e1543673220,38.921863,-97.665394,75.9,159,Lum's,Commissioner
Nancy,S,Bender,"4394 Happy Hollow Road",Fayetteville,28301,NancySBender@teleworm.us,910-609-0075,e65adbff-d8ba-47ca-8465-e8292c4414b9,35.016833,-78.641724,93.8,165,"Kelly and Cohen","Vocational education teacher"
Janice,L,Davis,"593 Corpening Drive",Southfield,48034,JaniceLDavis@teleworm.us,248-440-3431,33f53fe1-f3f4-41d5-ae33-2509d8fa2c15,42.468653,-83.341225,88.7,162,"Suadela Investment","Maintenance and repair worker"
Valerie,M,Watson,"3335 Godfrey Street",Hillsboro,97123,ValerieMWatson@superrito.com,503-628-7840,bf5d72c7-1dc9-4cfc-9679-f1ae6e4dca1d,45.452174,-122.99595,91.4,170,"Solution Answers","Public adjuster"
John,D,Redmond,"2802 Birch  Street","El Paso",79906,JohnDRedmond@dayrep.com,915-630-8305,f9d9d971-3ef2-43bf-aae6-7529186c20be,31.810833,-106.459048,93.0,173,"Olympic Sports",Recruiter
Carlton,W,Gutierrez,"3396 Bond Street",Providence,02905,CarltonWGutierrez@teleworm.us,401-831-3544,2f741f75-4754-497c-b85b-0bcd959aa821,41.810207,-71.310906,65.8,176,"Golden Dawn","Contract specialist"
Odessa,N,Jones,"4310 Davis Lane",Boulder,80302,OdessaNJones@armyspy.com,720-406-9328,06b41a94-0039-4188-89cb-633c14c3ee5d,39.966676,-105.449534,55.3,158,"The Original House of Pies","Route driver"
Bobbie,T,Schwarz,"3862 Howard Street","Grand Rapids",49503,BobbieTSchwarz@fleckens.hu,616-472-1562,62cc6935-5fd9-4c15-843c-466bf8feabbb,42.877274,-85.664579,71.3,156,"Super Shops","Construction equipment operator"
Michelle,M,Crane,"2932 School House Road",Union,39365,MichelleMCrane@jourrapide.com,601-774-9834,9cf81d88-ff17-4c5b-a6c5-40321e239a68,32.521667,-89.198216,48.5,159,"Body Toning","Office support secretary"
Lillian,C,Lawson,"232 Creekside Lane",Ojai,93023,LillianCLawson@superrito.com,805-646-8582,0e0bddde-951c-4bcf-bf24-acff953cfbe1,34.484455,-119.211958,72.1,154,"White Coffee Pot","Grinding and polishing worker"
Joe,B,Cunningham,"3150 Rose Street",Westchester,60154,JoeBCunningham@rhyta.com,708-266-0705,0c3a8c3f-90e0-4bdc-9cfd-cee21d8812cc,41.909565,-87.882104,87.6,176,"Sew-Fro Fabrics","Immunohematology technologist"
Brad,J,Robertson,"4537 Progress Way",Minneapolis,55401,BradJRobertson@einrot.com,320-215-1825,338412e2-8cba-4b71-9c13-6529009a7b7f,45.078943,-93.243527,83.7,178,Mages,"Electronic technician"
Mirna,D,Taylor,"897 Ashwood Drive",Ayrshire,50515,MirnaDTaylor@armyspy.com,712-426-9598,db058897-9e0e-4245-ad4d-cc1f5ea80472,42.946447,-94.848972,63.1,160,"House Of Denmark","Labor contractor"
Fred,L,Jones,"895 Sycamore Road","Fort Klamath",97626,FredLJones@fleckens.hu,541-381-3748,a15d14b8-d3ce-42db-9e78-4ed96d750790,42.789189,-122.027661,83.1,177,"Big Daddy's Restaurants","Instructional materials director"
Jorge,B,Hayes,"816 Terry Lane",Orlando,32801,JorgeBHayes@armyspy.com,321-282-3090,c613a224-ed95-4910-83f4-8d1900810ace,28.446287,-81.381964,110.6,171,"Music Boutique","Education and training manager"
Emily,R,Brooking,"3797 Chapel Street","Sugar Land",77478,EmilyRBrooking@fleckens.hu,281-613-6327,9badce90-db3a-41f5-a053-86b130537a67,29.712383,-95.565124,90.7,162,"Monk Home Improvements","Credit checker"
Edie,B,Brandon,"296 Sand Fork Road","New Paris",46553,EdieBBrandon@cuvox.de,574-831-5362,0c65e3ea-8352-445b-b555-0e6c3e60f1da,41.38376,-85.850484,81.6,169,"Little Folk Shops","Golf course architect"
Clayton,M,Wyatt,"3633 Skips Lane",Flagstaff,86004,ClaytonMWyatt@dayrep.com,928-522-6792,dd393d3b-43f4-43fc-970d-551bac7a1adc,35.351478,-111.39777,73.6,172,"Steve & Barry's",Paraprofessional
Kym,D,Craddock,"1595 Beech Street","San Ramon",94583,KymDCraddock@dayrep.com,925-866-9368,1d8d2f6d-e682-43d4-b13a-ef2fc634f693,37.870771,-122.009088,74.9,152,"Courtesy Hardware Store","Nursery and greenhouse manager"
John,P,Anderson,"1964 Upland Avenue",Willard,44890,JohnPAnderson@gustr.com,419-933-7114,6e7f022f-ac03-4c6a-9560-75ec36edc9e5,41.143789,-82.680819,104.6,169,"Oranges Records & Tapes","Medical records technician"
Olivia,J,Walsh,"4224 Langtown Road","Des Moines",50309,OliviaJWalsh@armyspy.com,563-976-9366,b055b8fc-97d5-4784-bd3f-724128e868b4,41.577078,-93.623928,99.2,152,Furrow's,"Shuttle car operator"
Quintin,M,Carlisle,"1881 Bridge Avenue",Kinder,70648,QuintinMCarlisle@cuvox.de,337-738-9979,617d00a5-eade-468c-a741-9068a760c622,30.535623,-92.860522,83.3,169,"Sunny's Surplus","Teacher aide"
Marsha,F,Dejesus,"2872 Dovetail Estates",Tyrone,73951,MarshaFDejesus@rhyta.com,580-854-5912,0ed004a1-9e64-491f-8ce6-5854713cb2da,36.927088,-101.049066,101.5,157,"Sofa Express","Occupational therapist"
Lori,N,Renn,"745 Hickory Heights Drive",Laurel,20707,LoriNRenn@superrito.com,443-870-5774,b6f12b11-9aa7-44b4-b47c-ad77e33eaa0a,39.119691,-76.937103,97.2,156,"I. Magnin","Electrical power line installer"
Keith,C,Stalvey,"1142 Simpson Avenue",York,17401,KeithCStalvey@rhyta.com,717-852-0259,254e87d9-bc2d-4d84-9cc9-f1cd6732f793,39.880914,-76.684881,66.6,187,"Big Wheel","Communications specialist"
Janice,E,Campbell,"650 Progress Way","Cedar Rapids",52404,JaniceECampbell@teleworm.us,319-821-6664,c5b88beb-40cb-4be8-a7b3-fb892ec75711,41.909537,-91.712377,97.9,167,"Rhodes Furniture","Television announcer"
Loida,J,Brooks,"2750 Murry Street","Virginia Beach",23451,LoidaJBrooks@armyspy.com,757-433-9319,9e74b928-2816-4fda-9057-add530154a5f,36.913977,-75.917412,53.4,168,Choices,"Assistant manager"
Victoria,D,Savage,"2233 Hillcrest Lane","El Toro",92630,VictoriaDSavage@superrito.com,949-830-6280,d0a6d043-438a-4539-9ed8-7b28f0eff444,33.531127,-117.739611,78.3,172,"Maurice The Pants Man","Conservation scientist"
Curtis,J,Morrisey,"4235 Hillcrest Circle","Maple Plain",55359,CurtisJMorrisey@teleworm.us,763-479-5957,2d432798-e994-42b0-97ca-9c2d15d38df4,45.026485,-93.714745,100.8,165,"Asiatic Solutions","Grounds maintenance worker"
James,L,Baney,"536 Sunburst Drive","Fort Myers",33912,JamesLBaney@einrot.com,239-404-0774,f3707b09-dadc-4de6-a683-9ccdc25aa5f9,26.583127,-81.875108,94.4,187,Loblaws,"Assistant manager"
Annette,G,Phillips,"3039 Pooz Street","New Brunswick",08901,AnnetteGPhillips@jourrapide.com,732-214-1705,699d0057-d0d3-4ff2-ace0-9cbe2a3b4638,40.384085,-74.413371,84.6,171,Schweggmanns,"News reporter"
David,A,Foreman,"3303 Henry Ford Avenue",Tulsa,74133,DavidAForeman@fleckens.hu,918-254-1373,422ef772-c955-469d-ad64-cce7bc3f1ab4,36.122055,-95.89699,65.3,181,"Matrix Architectural Service","Inorganic chemist"
Nancy,M,Stockard,"2593 Clair Street",Hillsboro,76645,NancyMStockard@rhyta.com,254-580-0606,c73ca030-8401-47bd-b87e-09f101003d94,32.0544,-97.132959,82.3,161,"Franklin Music","Forest, conservation, and logging worker"
Christopher,M,Gerlach,"1839 Ferguson Street",Worcester,01608,ChristopherMGerlach@rhyta.com,508-468-4330,8d83730d-b137-4b78-93dc-cb4d8c12259e,42.190977,-71.805304,91.1,164,"Wilson's Jewelers",Physicist
Arnulfo,A,Mask,"2553 Worthington Drive",Dallas,75201,ArnulfoAMask@gustr.com,972-616-5759,de909575-fe44-459b-9f57-c819a45c61c4,32.861597,-96.779686,87.5,171,"Strength Gurus","Perioperative nurse"
Grace,R,Sherlock,"218 Lake Forest Drive","West Nyack",10994,GraceRSherlock@einrot.com,914-261-0939,5946961f-0cc6-4cc3-85d1-d223df998f85,41.00824,-73.987915,100.8,159,"Strategy Consulting","Cleaning, washing, and metal pickling equipment tender"
Curtis,H,Edgerton,"922 Buckhannan Avenue",Syracuse,13202,CurtisHEdgerton@armyspy.com,315-499-8167,4f50f7bb-00cb-4ea5-8467-a5434ea60aae,42.977237,-76.240611,103.2,171,Bettendorf's,"Child care worker"
Joseph,J,Valdes,"1462 White Lane","Fort Smith",72908,JosephJValdes@einrot.com,479-207-4806,a691c098-cbe6-4724-aff2-ec8125c7ddcb,35.369917,-94.384044,105.9,180,"Source Club","Personal banker"
Reginald,C,Wojtowicz,"2907 Layman Court",Atlanta,30303,ReginaldCWojtowicz@teleworm.us,678-343-5175,e152c6c1-e5f9-41a7-a9f2-ca3d166a386a,33.654272,-84.301338,81.9,183,"Locost Accessories","Fabric and apparel patternmaker"
John,C,Smith,"3748 Hickory Lane",Beltsville,20705,JohnCSmith@fleckens.hu,202-465-0740,4f672934-f8ac-4562-aa12-535cf65984ba,39.146961,-76.945194,96.0,177,"Food Mart","Audio control engineer"
James,F,White,"359 Graystone Lakes",Byromville,31007,JamesFWhite@cuvox.de,478-433-4855,0948a5d7-d604-4999-884c-964afe71e635,32.199057,-83.922647,63.5,173,"Specific Appraisals","Metallurgical engineer"
Matthew,S,Pharr,"3641 Coulter Lane",Richmond,23222,MatthewSPharr@superrito.com,804-314-3348,4d347161-49d2-4020-8235-f83749d6a90e,37.502265,-77.451124,102.4,169,"Magna Wealth","Veterinary technician"
Darlene,J,Perez,"2016 Spring Avenue","Fort Washington",19034,DarleneJPerez@armyspy.com,267-661-2791,c59d0435-6730-4cb8-a6d6-adc4153c197e,40.16487,-75.234774,70.9,159,Marianne,"Marketing research analyst"
Gary,D,Cardwell,"296 Harley Brook Lane",Roulette,16746,GaryDCardwell@gustr.com,814-544-5983,8f232b6d-78a6-4b73-bc4a-7ede235991ce,41.87619,-78.196526,69.8,169,"Liberty Wealth Planner","Graduate teaching assistant"
Jennifer,M,Robinson,"4837 Rubaiyat Road","Traverse City",49684,JenniferMRobinson@dayrep.com,231-735-1933,50d56d65-d268-4d3c-b552-44fd78ec0a79,44.830015,-85.700609,61.9,164,"National Auto Parts",Interviewer
Walter,M,Mendieta,"797 Ritter Street",Decatur,35601,WalterMMendieta@fleckens.hu,256-303-7529,c6adcf96-c47d-4013-8c2b-3d85a4fd5c3c,34.607177,-87.088938,90.1,182,"Custom Lawn Care","Weather forecaster"
Ashlie,L,Morales,"4313 Hart Street",Portland,06480,AshlieLMorales@armyspy.com,860-342-5107,5e02339e-c887-4483-8d66-8dbf567ca108,41.54283,-72.667326,103.4,168,"Shoe Pavilion","Travel consultant"
Kelly,S,Bryant,"2136 Cottrill Lane",Manchester,63011,KellySBryant@superrito.com,314-406-8300,b2a2f042-bd78-4659-aa95-8a083fd4ce81,39.547707,-90.293201,67.2,169,"Bodega Club","Registered respiratory therapist"
Mike,H,Nelson,"2785 Hickory Street","Salt Lake City",84111,MikeHNelson@fleckens.hu,801-790-9919,ac5f22ba-1193-4c7e-9870-d3d622470dfb,40.7631,-111.797378,83.8,178,"Kids Mart","Credit counselor"
Robert,S,Fisher,"2500 Terry Lane",Longwood,32750,RobertSFisher@jourrapide.com,321-302-6409,a9700adf-167b-4ae8-b9fd-f33bb51140f5,28.714212,-81.401009,106.6,184,"Wholesale Club, Inc.","Delivery service driver"
Frances,J,Cullins,"4587 Terra Street",Silverdale,98383,FrancesJCullins@gustr.com,360-307-4152,f6344e27-6997-491b-919f-9f1e2a754b31,47.762395,-122.703484,66.2,166,"Tech Hifi","Ophthalmic nurse"
Jessica,J,Miller,"3896 Hanifan Lane",Norcross,30071,JessicaJMiller@fleckens.hu,678-503-6780,c5be1bd2-bab5-47a1-8076-1e7cdf90819f,33.855321,-84.122651,78.3,170,Brendle's,"Floor sander"
George,S,Coster,"2461 Bombardier Way",Southfield,48075,GeorgeSCoster@fleckens.hu,734-907-2221,020dd73e-5582-45d3-9815-a41fbb073085,42.394174,-83.16167,94.7,180,Adaptabiz,"Relay technician"
Maria,W,Dorfman,"1338 Leverton Cove Road",Agawam,01001,MariaWDorfman@superrito.com,413-335-8563,0f27fe21-bb46-4871-9846-f7275fb6f23e,42.040387,-72.554475,55.5,161,"Schaak Electronics","Civil service clerk"
Mary,C,Henning,"463 Stoney Lonesome Road",Pottsville,17901,MaryCHenning@fleckens.hu,570-318-9255,17597b39-6411-4620-8ca7-80663ff64ba4,40.711481,-76.1718,87.1,170,"Spaceage Stereo","Health information technician"
Tracy,A,Walker,"2320 Kennedy Court",Taunton,02780,TracyAWalker@cuvox.de,774-266-3885,7ce58528-acaf-44a5-a95b-76581c2262cd,41.828569,-71.184125,93.9,168,Multicerv,"Clinical manager"
Annette,J,Warren,"939 Parkview Drive",Houston,77032,AnnetteJWarren@jourrapide.com,713-992-9169,62dbdb95-6c5e-43fe-90c9-e71d65114a02,29.867412,-95.278065,96.8,155,"Gart Sports",Sorter
Manual,F,Gettys,"4465 Lindale Avenue","Union City",94587,ManualFGettys@gustr.com,510-487-6118,4f562106-40ba-4cba-a1c0-266f286f0eb2,37.547039,-122.019404,100.8,183,"Infinite Wealth Planners","Animal control worker"
Bridgette,J,Davis,"4885 Trainer Avenue",Bloomington,61701,BridgetteJDavis@armyspy.com,309-504-2852,f6fd7d45-f078-43bc-8996-bfecff5dc825,40.542076,-88.900427,89.2,171,LaBelle's,"Urban and transportation geographer"
Carol,H,Barnett,"870 County Line Road","New Port Richey",34652,CarolHBarnett@cuvox.de,727-846-3898,c9437e48-580a-424b-aa31-9db528427729,28.146593,-82.759069,76.9,172,"Integra Wealth","Wealth manager"
Robert,B,Paul,"427 Quiet Valley Lane","Los Angeles",90017,RobertBPaul@rhyta.com,818-925-4784,d4dfcbed-2b62-43e3-b9aa-f579088205c3,34.131756,-118.185577,60.1,168,Sampson's,"Charter bus driver"
Christina,B,Nguyen,"3561 Cliffside Drive",Syracuse,13204,ChristinaBNguyen@superrito.com,607-327-7065,28361791-96d9-415b-8137-55fd74061dc6,43.136126,-76.235943,78.5,162,Sportswest,"Scanner operator"
Vallie,W,Rhyne,"3648 Allison Avenue",Norfolk,23503,VallieWRhyne@rhyta.com,757-531-6955,ee6d28f0-8608-4b2d-876c-5143ae53db77,36.991284,-76.263916,78.0,161,"Licorice Pizza","Fiscal and policy analyst"
Karen,D,Horgan,"3469 Haven Lane",Dansville,48819,KarenDHorgan@teleworm.us,517-623-9765,5aeeced6-de71-4e36-9898-017d03ad86ec,42.477293,-84.243674,82.7,158,"Avant Garde Interior Designs","Multiple machine tool tender"
Cora,K,Collins,"3405 Emma Street",Pampa,79065,CoraKCollins@teleworm.us,806-896-5230,2e0a2cdd-9eed-4da9-8538-83d9fcd3c99b,35.586614,-100.944926,64.1,156,"Fragrant Flower Lawn Services","Foot doctor"
Juanita,R,Romero,"3094 Richison Drive",Billings,59101,JuanitaRRomero@jourrapide.com,406-248-6216,d1dcdb88-b25b-42d2-adc4-89d67448b88e,45.710185,-108.291648,95.7,166,"Full Color","Plant custodian"
Larry,J,Cromer,"2009 Alexander Drive",Denton,76201,LarryJCromer@fleckens.hu,940-320-9152,8cfa3e8c-7d50-41e3-8283-6dab4e50bc70,33.286475,-97.061863,74.4,177,"Team Electronics","Fire investigator"
John,C,Ralph,"2759 Carolina Avenue",Mcallen,78501,JohnCRalph@dayrep.com,956-972-4038,ac3aee3a-af88-432c-82b3-b50e3f4a648f,26.265839,-98.197088,109.4,172,Burstein-Applebee,"Respiratory care practitioner"
